SAS_No,Parti No,Malzeme Kodu,Teslimat Miktarı
SAS-5581743944,2604300338,120577756,2
SAS-5581743944,2604300923,120577754,2
SAS-5581743944,2604300926,120577754,2
SAS-5581743944,2604300925,120577754,2
SAS-5581743944,2604300936,120577754,2
SAS-5581743944,2604290960,120577756,2
SAS-5581743944,2604290959,120577756,2
SAS-5581743944,2604290958,120577756,2
SAS-5581743944,2604290954,120577756,2
SAS-5581743944,2604290880,120577756,2
SAS-5581743944,2604290879,120577756,2
SAS-5581743944,2604290869,120577756,2
SAS-5581743944,2604290868,120577756,2
SAS-5581743944,2604300841,120577755,2
SAS-5581743944,2604293327,120577756,2
SAS-5581743944,2604300647,120507297,36
SAS-5581743944,2604300641,120507297,36
SAS-5581743944,2604300668,120507297,36
SAS-5581743944,2604300656,120507297,36
SAS-5581743944,2604300660,120507297,36
SAS-5581743944,2604300640,120507297,36
SAS-5581743944,2604300667,120507297,36
SAS-5581743944,2604300662,120507297,36
SAS-5581743944,2604300655,120507297,36
SAS-5581743944,2604300639,120507297,36
SAS-5581743944,2604300663,120507297,36
SAS-5581743944,2604300661,120507297,36
SAS-5581743944,2604300649,120507297,36
SAS-5581743944,2604300638,120507297,36
SAS-5581743944,2604300665,120507297,36
SAS-5581743944,2604300654,120507297,36
SAS-5581743944,2604300637,120507297,36
SAS-5581743944,2604291069,120577756,2
SAS-5581743944,2604290943,120577756,2
SAS-5581743944,2604290941,120577756,2
SAS-5581743944,2604290940,120577756,2
SAS-5581743944,2604290939,120577756,2
SAS-5581743944,2604291071,120577756,2
SAS-5581743944,2604290949,120577756,2
SAS-5581743944,2604290948,120577756,2
SAS-5581743944,2604290947,120577756,2
SAS-5581743944,2604290944,120577756,2
SAS-5581743944,2604291048,120577756,2
SAS-5581743944,2604300874,120507297,36
SAS-5581743944,2604300857,120507297,36
SAS-5581743944,2604300860,120507297,36
SAS-5581743944,2604300873,120507297,36
SAS-5581743944,2604301021,120507297,36
SAS-5581743944,2604300859,120507297,36
SAS-5581743944,2604300862,120507297,36
SAS-5581743944,2604301020,120507297,36
SAS-5581743944,2604300875,120507297,36
SAS-5581743944,2604300863,120507297,36
SAS-5581743944,2604300854,120507297,36
SAS-5581743944,2604301038,120507297,36
SAS-5581743944,2604300872,120507297,36
SAS-5581743944,2604300861,120507297,36
SAS-5581743944,2604301022,120507297,36
SAS-5581743944,2604300852,120507297,36
SAS-5581743944,2604300871,120507297,36
SAS-5581743944,2604300865,120507297,36
SAS-5581743944,2604301039,120507297,36
SAS-5581743944,2604300853,120507297,36
SAS-5581743944,2604300870,120507297,36
SAS-5581743944,2604300868,120507297,36
SAS-5581743944,2604301040,120507297,36
SAS-5581743944,2604301018,120507297,36
SAS-5581743944,2604300644,120507297,36
SAS-5581743944,2604300658,120507297,36
SAS-5581743944,2604300645,120507297,36
SAS-5581743944,2604300648,120507297,36
SAS-5581743944,2604300642,120507297,36
SAS-5581743944,2604300669,120507297,36
SAS-5581743944,2604300646,120507297,36
SAS-5581743944,2604301092,120577754,2
SAS-5581743944,2604301087,120577753,3
SAS-5581743944,2604301088,120577753,3
SAS-5581743944,2604301152,120577753,3
SAS-5581743944,2604301155,120577753,3
SAS-5581743944,2604301153,120577753,3
SAS-5581743944,2604301151,120577753,3
SAS-5581743944,2604301147,120577753,3
SAS-5581743944,2604301142,120577753,3
SAS-5581743944,2604301134,120577753,3
SAS-5581743944,2604301148,120577753,3
SAS-5581743944,2604301146,120577753,3
SAS-5581743944,2604301143,120577753,3
SAS-5581743944,2604301168,120577753,3
SAS-5581743944,2604301175,120577753,3
SAS-5581743944,2604301174,120577753,3
SAS-5581743944,2604301103,120577754,2
SAS-5581743944,2604293223,120577756,2
SAS-5581743944,2604293228,120577756,2
SAS-5581743944,2604301099,120577754,2
SAS-5581743944,2604301096,120577754,2
SAS-5581743944,2604301098,120577754,2
SAS-5581743944,2604301095,120577754,2
SAS-5581743944,2604293210,120577756,2
SAS-5581743944,2604293198,120577756,2
SAS-5581743944,2604293316,120577756,2
SAS-5581743944,2604293314,120577756,2
SAS-5581743944,2604293313,120577756,2
SAS-5581743944,2604293312,120577756,2
SAS-5581743944,2604293325,120577756,2
SAS-5581743944,2604293326,120577756,2
SAS-5581743944,2604290981,120577756,2
SAS-5581743944,2604290985,120577756,2
SAS-5581743944,2604290986,120577756,2
SAS-5581743944,2604290989,120577756,2
SAS-5581743944,2604301093,120577754,2
SAS-5581743944,2604291047,120577756,2
SAS-5581743944,2604291046,120577756,2
SAS-5581743944,2604291042,120577756,2
SAS-5581743944,2604301094,120577754,2
SAS-5581743944,2604301191,120577753,3
SAS-5581743944,2604301194,120577753,3
SAS-5581743944,2604301188,120577753,3
SAS-5581743944,2604301189,120577753,3
SAS-5581743944,2604301184,120577753,3
SAS-5581743944,2604301182,120577753,3
SAS-5581743944,2604301181,120577753,3
SAS-5581743944,2604301180,120577753,3
SAS-5581743944,2604301195,120577753,3
SAS-5581743944,2604301196,120577753,3
SAS-5581743944,2604301081,120577753,3
SAS-5581743944,2604301079,120577753,3
SAS-5581743944,2604301073,120577753,3
SAS-5581743944,2604301078,120577753,3
SAS-5581743944,2604301072,120577753,3
SAS-5581743944,2604301068,120577753,3
SAS-5581743944,2604301067,120577753,3
SAS-5581743944,2604301069,120577753,3
SAS-5581743944,2604301118,120577753,2
SAS-5581743944,2604301085,120577753,3
SAS-5581743944,2604301084,120577753,3
